一	开始	47
一	星期	44
一	公里	43
一	的	31
一	八年	16
一	起来	14
一	做	13
一	四年	12
一	阶段	12
一	小时	10
一	要	10
一	於	9
一	年	8
一	问题	8
一	九年	8
一	六年	8
一	肩挑	8
一	七年	8
一	男子	7
一	回事	7
一	事件	7
一	江山	6
一	听到	6
一	在	6
一	听	6
一	好	6
一	重要	6
一	大片	6
一	但	5
一	手中	5
一	看到	5
一	五年	5
一	是	5
一	和	5
一	人	5
一	回头	5
一下	就	11
一下	自己	7
一下	的	7
一下	吧	6
一下	我	5
一下	这	5
一下子	就	7
一个	人	298
一个	国家	70
一个	是	48
一个	重要	43
一个	的	36
一个	民族	34
一个	有	29
一个	又	27
一个	地方	27
一个	大	26
一个	新	26
一个	不	22
一个	很	21
一个	问题	18
一个	小	18
一个	好	18
一个	都	16
一个	星期	16
一个	非常	16
一个	时期	16
一个	在	15
一个	真正	14
一个	叫	14
一个	时代	13
一个	社会	13
一个	小时	13
一个	城市	12
一个	家庭	12
一个	中国	11
一个	也	11
一个	让	10
一个	生命	9
一个	被	9
一个	党员	9
一个	关于	9
一个	单位	9
一个	政党	9
一个	由	9
一个	巨大	9
一个	最	9
一个个	的	8
一个月	的	9
一个月	前	7
一个月	后	7
一个月	了	7
一举一动	都	5
一书	的	5
一些	人	83
一些	的	46
一些	地方	30
一些	国家	21
一些	和	18
一些	不	16
一些	在	12
一些	问题	10
一些	新	10
一些	地区	9
一些	企业	9
一些	小	9
一些	有	9
一些	也	8
一些	城市	8
一些	政客	8
一些	政府	7
一些	党员干部	6
一些	西方	6
一些	政治	6
一些	对	6
一些	专家	5
一些	共和	5
一些	官员	5
一些	居民	5
一些	与	5
一些	细节	5
一些	商家	5
一些	事情	5
一人	的	6
一人	死亡	6
一人	在	6
一人	被	5
一代	又	20
一代	的	16
一代人	的	13
一代人	有	8
一件	事	41
一件	事情	13
一件	大事	12
一件	好事	8
一件	非常	5
一份	中	29
一份	声明	25
一份	力量	20
一份	力	10
一份	满意	8
一份	报告	7
一份	工作	7
一份	的	6
一会	又	5
一会儿	就	6
一位	的	20
一位	在	16
一位	是	9
一位	党员干部	8
一位	名叫	6
一位	美国	5
一体	推进	49
一体	的	17
一体化	发展	12
一例	新冠	8
一侧	的	5
一分	力	6
一切	都	62
一切	工作	34
